,Date/Time,ROOM:Zone Lights Electric Energy [J](Hourly),ROOM:Zone Electric Equipment Electric Energy [J](Hourly),PLENUM:Zone Mean Air Temperature [C](Hourly),ROOM:Zone Mean Air Temperature [C](Hourly),ROOM IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),ROOM IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly) 
17, 08/19  18:00:00,0.0,0.0,26.42623178761615,27.119248166049413,0.0,0.0
7, 08/20  08:00:00,0.0,0.0,21.12656789315736,25.447301349119925,0.0,0.0
8, 08/20  09:00:00,0.0,0.0,22.332060563826612,25.908504541472286,0.0,0.0
9, 08/20  10:00:00,0.0,0.0,23.388170882753137,25.805994718758296,0.0,0.0
10, 08/20  11:00:00,0.0,0.0,24.146621328498288,25.903650730980825,0.0,0.0
11, 08/20  12:00:00,0.0,0.0,24.911081923426966,26.17882556770819,0.0,0.0
12, 08/20  13:00:00,0.0,0.0,25.56927245871499,26.5556020192387,0.0,0.0
13, 08/20  14:00:00,0.0,0.0,26.189780893949568,27.047551155883934,0.0,0.0
14, 08/20  15:00:00,0.0,0.0,26.854851579816785,27.84645214352734,0.0,0.0
15, 08/20  16:00:00,0.0,0.0,27.543454024505,28.114085087901174,0.0,0.0
16, 08/20  17:00:00,0.0,0.0,27.387882192394038,28.231616235447444,0.0,0.0
17, 08/20  18:00:00,0.0,0.0,26.59620229751074,28.104066562965606,0.0,0.0
7, 08/21  08:00:00,340200.0,567000.0,21.135126466062342,26.004728582454558,0.0,2546119.95854406
8, 08/21  09:00:00,680400.0,1134000.0,22.08531157990713,26.000000000758988,0.0,4080780.6697936393
9, 08/21  10:00:00,680400.0,1134000.0,23.659890977929937,26.0,0.0,4486084.181074582
10, 08/21  11:00:00,680400.0,1134000.0,25.042476599535945,26.000000000000053,0.0,4776411.193938881
11, 08/21  12:00:00,544320.0000000001,1134000.0,27.317459049356692,25.999999999999954,0.0,4876081.273842845
12, 08/21  13:00:00,680400.0,1134000.0,27.58848069453703,26.000000000000004,0.0,5748475.782890105
