,Date/Time,ROOM:Zone Lights Electric Energy [J](Hourly),ROOM:Zone Electric Equipment Electric Energy [J](Hourly),PLENUM:Zone Mean Air Temperature [C](Hourly),ROOM:Zone Mean Air Temperature [C](Hourly),ROOM IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),ROOM IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly) 
8, 01/06  09:00:00,680400.0,1134000.0,6.950017648634223,20.000000000004203,737946.8158456291,0.0
9, 01/06  10:00:00,680400.0,1134000.0,7.2968690788671005,20.000000000000018,401902.13288159296,0.0
10, 01/06  11:00:00,680400.0,1134000.0,7.918314588638849,20.004110967422616,95243.24019533227,0.0
11, 01/06  12:00:00,544320.0000000001,1134000.0,8.898750060952096,20.00027200723418,373457.46000868664,0.0
12, 01/06  13:00:00,680400.0,1134000.0,9.311916324506669,20.50843510432873,0.0,0.0
13, 01/06  14:00:00,680400.0,1134000.0,9.908083457155637,20.860250299650666,0.0,0.0
14, 01/06  15:00:00,680400.0,1134000.0,10.372823708754657,21.119816844018317,0.0,0.0
15, 01/06  16:00:00,680400.0,1134000.0,10.529658367989457,21.28392903733101,0.0,0.0
16, 01/06  17:00:00,340200.0,567000.0,10.288023349925856,20.119839171652654,173605.74459726497,0.0
17, 01/06  18:00:00,136080.00000000006,226800.0,9.808309355270472,20.000000005593613,1114748.2617070593,0.0
7, 01/07  08:00:00,0.0,0.0,4.900404880117688,12.062897062544346,0.0,12015.929327690075
8, 01/07  09:00:00,0.0,0.0,5.877813832118722,12.566868102418717,0.0,2050.0270696581533
9, 01/07  10:00:00,0.0,0.0,6.985355739685705,12.349778733788948,0.0,0.0
10, 01/07  11:00:00,0.0,0.0,8.329496007875955,12.487983392348909,0.0,0.0
11, 01/07  12:00:00,0.0,0.0,9.658418151703168,12.847850794270109,0.0,0.0
12, 01/07  13:00:00,0.0,0.0,11.543711290280775,13.8232568129717,0.0,0.0
13, 01/07  14:00:00,0.0,0.0,13.328887627227054,14.816576639830949,0.0,0.0
14, 01/07  15:00:00,0.0,0.0,14.07373969875887,15.556200909368597,0.0,0.0
15, 01/07  16:00:00,0.0,0.0,14.212184999916445,16.033998382226745,0.0,0.0
16, 01/07  17:00:00,0.0,0.0,13.327295250986564,15.806921483258705,0.0,0.0
17, 01/07  18:00:00,0.0,0.0,12.15623862747866,15.353463387714687,0.0,0.0
7, 01/08  08:00:00,0.0,0.0,1.8761847629995438,10.0,339744.0868730536,0.0
8, 01/08  09:00:00,0.0,0.0,1.3627544303971444,10.033647859412099,31514.589630511742,0.0
9, 01/08  10:00:00,0.0,0.0,1.2174200877237744,10.047370289979586,49397.54632528541,0.0
10, 01/08  11:00:00,0.0,0.0,1.5679815571267042,10.594882424355099,0.0,0.0
11, 01/08  12:00:00,0.0,0.0,1.7491724489920382,11.41699929108298,0.0,0.0
12, 01/08  13:00:00,0.0,0.0,1.9391907518993212,12.2914310876682,0.0,0.0
13, 01/08  14:00:00,0.0,0.0,3.073972535716623,12.945577177737349,0.0,0.0
14, 01/08  15:00:00,0.0,0.0,2.0462379643829616,12.670061227860904,0.0,0.0
15, 01/08  16:00:00,0.0,0.0,1.8909493013360663,12.116626945476556,0.0,0.0
16, 01/08  17:00:00,0.0,0.0,1.3188132298040376,11.679300226466935,0.0,0.0
17, 01/08  18:00:00,0.0,0.0,0.4206585586643912,11.159001431738856,0.0,0.0
7, 01/09  08:00:00,340200.0,567000.0,-1.6980349369894552,20.06789818987644,3512699.094607887,0.0
8, 01/09  09:00:00,0.0,1134000.0,-1.4268742331866517,20.00000000000001,1671334.6021062909,0.0
9, 01/09  10:00:00,0.0,1134000.0,-0.5470415692554419,20.000000000000036,812727.9024332993,0.0
10, 01/09  11:00:00,0.0,1134000.0,2.0725075748319615,20.560616077263663,39117.62701936142,0.0
11, 01/09  12:00:00,0.0,1134000.0,2.7823152773750106,21.500360760116223,0.0,0.0
12, 01/09  13:00:00,0.0,1134000.0,2.2585764787154017,21.816259188607642,0.0,0.0
13, 01/09  14:00:00,680400.0,1134000.0,2.822468792934437,23.28857265559557,0.0,0.0
14, 01/09  15:00:00,680400.0,1134000.0,3.312405701905193,23.31851122783077,0.0,0.0
15, 01/09  16:00:00,680400.0,1134000.0,3.4499880034783845,23.239081380066377,0.0,0.0
16, 01/09  17:00:00,340200.0,567000.0,3.373859311048463,21.400225633048407,0.0,0.0
17, 01/09  18:00:00,136080.00000000006,226800.0,2.7657527763479255,20.05049972908402,365221.7029040621,0.0
7, 01/10  08:00:00,340200.0,567000.0,-2.191281912082795,20.075375079149016,1678930.6512407325,0.0
8, 01/10  09:00:00,680400.0,1134000.0,-0.7086599888713526,20.77397437768409,0.0,0.0
9, 01/10  10:00:00,0.0,1134000.0,0.8644855675526624,20.806407727365933,0.0,0.0
10, 01/10  11:00:00,680400.0,1134000.0,1.8096246418952404,22.76681078900623,0.0,0.0
11, 01/10  12:00:00,0.0,1134000.0,3.886982219005382,22.569018303953253,0.0,0.0
12, 01/10  13:00:00,0.0,1134000.0,5.4251998089795705,25.121411891930375,0.0,0.0
13, 01/10  14:00:00,0.0,1134000.0,6.6933861803035475,25.998428657118865,0.0,788050.7599375845
14, 01/10  15:00:00,0.0,1134000.0,7.539772465481076,25.999999983743827,0.0,1634388.6284257488
15, 01/10  16:00:00,680400.0,1134000.0,7.415465159435168,26.000000000000053,0.0,2664534.9181744773
16, 01/10  17:00:00,340200.0,567000.0,6.670516924795746,26.000000000000075,0.0,522729.88207682216
17, 01/10  18:00:00,136080.00000000006,226800.0,6.6033252480718705,24.902105225206327,0.0,0.0
7, 01/11  08:00:00,340200.0,567000.0,-0.39835521863345175,20.079001731028406,360719.4276709519,0.0
8, 01/11  09:00:00,680400.0,1134000.0,0.401122950645089,21.617387776625428,0.0,0.0
9, 01/11  10:00:00,0.0,1134000.0,2.5931618317082603,21.84140498367468,0.0,0.0
10, 01/11  11:00:00,0.0,1134000.0,4.75562288078033,23.92097755555251,0.0,0.0
11, 01/11  12:00:00,0.0,1134000.0,6.5060794094134975,25.578826862398266,0.0,145097.25625642005
12, 01/11  13:00:00,0.0,1134000.0,8.064205508065035,25.99999743982801,0.0,1699955.8378994113
13, 01/11  14:00:00,0.0,1134000.0,9.153314918087593,25.999999999997733,0.0,2800754.132507674
14, 01/11  15:00:00,0.0,1134000.0,10.528496349204168,25.999999999999968,0.0,3433666.465981497
15, 01/11  16:00:00,680400.0,1134000.0,11.358284852598985,26.000000000000025,0.0,4157061.92855766
16, 01/11  17:00:00,340200.0,567000.0,10.17201253934588,26.00000000000001,0.0,1847098.519124281
17, 01/11  18:00:00,136080.00000000006,226800.0,9.529797709731284,25.993838716276997,0.0,233425.572820762
7, 01/12  08:00:00,340200.0,567000.0,5.323280013376153,20.09683154275648,3277335.929269128,0.0
8, 01/12  09:00:00,680400.0,1134000.0,6.249423445381104,20.000000000107892,1175196.5699217569,0.0
9, 01/12  10:00:00,680400.0,1134000.0,7.549396217751235,20.000000000000018,658845.9857234689,0.0
10, 01/12  11:00:00,680400.0,1134000.0,8.854586115899847,20.000000000000004,217533.1780113012,0.0
11, 01/12  12:00:00,544320.0000000001,1134000.0,9.52077147849064,20.000000000000018,457554.70595420705,0.0
12, 01/12  13:00:00,680400.0,1134000.0,9.990263478849348,20.336331612870836,0.0,0.0
13, 01/12  14:00:00,680400.0,1134000.0,9.358517700234396,20.59680165306508,0.0,0.0
14, 01/12  15:00:00,680400.0,1134000.0,8.694863283578767,20.69549553817578,0.0,0.0
15, 01/12  16:00:00,680400.0,1134000.0,7.813548689380451,20.69798125487235,0.0,0.0
16, 01/12  17:00:00,340200.0,567000.0,7.3309336253884325,20.017679189486696,755898.9443222013,0.0
17, 01/12  18:00:00,136080.00000000006,226800.0,7.262589547661342,20.00000000000513,1591895.665353885,0.0
7, 01/13  08:00:00,340200.0,567000.0,7.796326418690728,20.148416530399142,2830373.183434925,0.0
8, 01/13  09:00:00,680400.0,1134000.0,8.218792230628964,20.00000000017181,897741.9958046796,0.0
9, 01/13  10:00:00,680400.0,1134000.0,8.713234031100077,20.000000000000032,586414.181720438,0.0
10, 01/13  11:00:00,680400.0,1134000.0,9.13411457664109,20.00000000000001,339958.3181823161,0.0
11, 01/13  12:00:00,544320.0000000001,1134000.0,9.387110776401114,20.000000000000025,710295.3556427476,0.0
12, 01/13  13:00:00,680400.0,1134000.0,9.626432444308538,20.023976293101708,15199.385196546391,0.0
13, 01/13  14:00:00,680400.0,1134000.0,9.728280488260248,20.17937191906486,0.0,0.0
14, 01/13  15:00:00,680400.0,1134000.0,9.562733457958844,20.335622345334208,0.0,0.0
15, 01/13  16:00:00,680400.0,1134000.0,9.549924764235573,20.45963047895648,0.0,0.0
16, 01/13  17:00:00,340200.0,567000.0,9.548646395975247,20.00182577231859,810698.9305926714,0.0
17, 01/13  18:00:00,136080.00000000006,226800.0,9.496376284167331,20.000000000012967,1534282.3479833307,0.0
7, 01/14  08:00:00,0.0,0.0,5.876575958414573,10.0,385941.6099669937,0.0
8, 01/14  09:00:00,0.0,0.0,5.64113993771198,10.000000000000002,187339.3241696644,0.0
9, 01/14  10:00:00,0.0,0.0,5.6443079157960465,10.0,542694.8810313555,0.0
10, 01/14  11:00:00,0.0,0.0,5.741386918924447,10.0,514565.4833356144,0.0
11, 01/14  12:00:00,0.0,0.0,5.9107113146795704,10.0,480442.5783452256,0.0
12, 01/14  13:00:00,0.0,0.0,6.0791202908187785,10.0,450743.13428841927,0.0
13, 01/14  14:00:00,0.0,0.0,6.2660545471904925,10.0,428802.5869751189,0.0
14, 01/14  15:00:00,0.0,0.0,6.167951969869972,10.0,417205.3820646164,0.0
15, 01/14  16:00:00,0.0,0.0,5.958219965912947,10.0,439340.5325433195,0.0
16, 01/14  17:00:00,0.0,0.0,5.398465169972652,10.0,512628.8149262932,0.0
17, 01/14  18:00:00,0.0,0.0,4.696932688854468,10.0,603978.9134742243,0.0
7, 01/15  08:00:00,0.0,0.0,4.122670683257153,10.0,747413.9506261856,0.0
8, 01/15  09:00:00,0.0,0.0,3.954957809769839,10.0,543692.7373932763,0.0
9, 01/15  10:00:00,0.0,0.0,3.7918207790760823,9.999999999999996,924203.14145535,0.0
10, 01/15  11:00:00,0.0,0.0,3.6306299604117807,9.999999999999996,937768.789575666,0.0
11, 01/15  12:00:00,0.0,0.0,3.460769237884359,10.0,956964.9797498441,0.0
12, 01/15  13:00:00,0.0,0.0,3.1769166865720866,10.000000000000002,977632.3095467784,0.0
13, 01/15  14:00:00,0.0,0.0,2.9861674228378488,9.999999999999996,1000909.7679582043,0.0
14, 01/15  15:00:00,0.0,0.0,2.7773227860566,10.0,1021592.482523063,0.0
15, 01/15  16:00:00,0.0,0.0,2.542742363573582,10.0,1052458.7098478558,0.0
16, 01/15  17:00:00,0.0,0.0,2.3945463978338783,9.999999999999996,1080646.6625227637,0.0
17, 01/15  18:00:00,0.0,0.0,2.2923913537094514,10.0,1104903.4858268972,0.0
7, 01/16  08:00:00,340200.0,567000.0,1.2773806994540822,20.084030725775026,1694241.9557774863,0.0
8, 01/16  09:00:00,680400.0,1134000.0,2.1129554667676627,20.36141726049705,0.0,0.0
9, 01/16  10:00:00,680400.0,1134000.0,3.1052265721040566,20.902988832377414,0.0,0.0
10, 01/16  11:00:00,0.0,1134000.0,5.843215429992175,20.495854187815482,9761.513399253676,0.0
11, 01/16  12:00:00,0.0,1134000.0,7.550365024538663,21.484607139036346,0.0,0.0
12, 01/16  13:00:00,0.0,1134000.0,8.79346155076575,23.28617657668881,0.0,0.0
13, 01/16  14:00:00,0.0,1134000.0,9.744562013097164,24.536888465858574,0.0,0.0
14, 01/16  15:00:00,0.0,1134000.0,7.372592337739083,25.43825561199894,0.0,0.0
15, 01/16  16:00:00,680400.0,1134000.0,7.200651130373478,26.000000000000004,0.0,459846.9712058595
16, 01/16  17:00:00,340200.0,567000.0,6.9548346362444695,24.831372734661578,0.0,0.0
17, 01/16  18:00:00,136080.00000000006,226800.0,6.003248362164875,23.24236706766313,0.0,0.0
7, 01/17  08:00:00,340200.0,567000.0,3.638901082427932,20.047203060846428,4154334.994759945,0.0
8, 01/17  09:00:00,680400.0,1134000.0,3.7529581516099273,19.99999999999999,2350517.457781103,0.0
9, 01/17  10:00:00,680400.0,1134000.0,3.595857558517366,20.0,1942768.1652300383,0.0
10, 01/17  11:00:00,680400.0,1134000.0,3.4793768637417055,20.0,1647198.2383654453,0.0
11, 01/17  12:00:00,544320.0000000001,1134000.0,3.604688898651592,19.99999999999999,1998332.5169956973,0.0
12, 01/17  13:00:00,680400.0,1134000.0,3.605072531283902,20.000000000000004,1260729.6973830487,0.0
13, 01/17  14:00:00,680400.0,1134000.0,3.6322665017205047,20.000000000000018,1102651.9841695214,0.0
14, 01/17  15:00:00,680400.0,1134000.0,3.670096136353317,20.00000000000001,976815.2475633152,0.0
15, 01/17  16:00:00,680400.0,1134000.0,3.8765638561557,20.000000000000036,876968.17968825,0.0
16, 01/17  17:00:00,340200.0,567000.0,3.988421318528555,20.0,2012165.766172417,0.0
17, 01/17  18:00:00,136080.00000000006,226800.0,4.003557112365852,20.000000000000004,2688394.5147307143,0.0
7, 01/18  08:00:00,340200.0,567000.0,1.7108123214349396,20.0431263850954,4410024.835508086,0.0
8, 01/18  09:00:00,680400.0,1134000.0,2.429859095573487,20.0,2506169.290100017,0.0
9, 01/18  10:00:00,680400.0,1134000.0,3.0959868650232267,20.0,1976792.1740637696,0.0
10, 01/18  11:00:00,680400.0,1134000.0,3.750545522500566,20.0,1586050.8651605719,0.0
11, 01/18  12:00:00,544320.0000000001,1134000.0,3.8263829984872415,20.0,1870375.429765947,0.0
12, 01/18  13:00:00,680400.0,1134000.0,3.924540796871222,20.000000000000018,1097316.624069477,0.0
13, 01/18  14:00:00,680400.0,1134000.0,4.304221141260683,20.000000000000018,929313.374807719,0.0
14, 01/18  15:00:00,680400.0,1134000.0,3.87592867019382,20.00000000000001,811501.4516397904,0.0
15, 01/18  16:00:00,680400.0,1134000.0,3.8883304747874696,20.000000000000025,722200.4359490712,0.0
16, 01/18  17:00:00,340200.0,567000.0,3.9355212000910935,19.999999999999996,1890654.57482352,0.0
17, 01/18  18:00:00,136080.00000000006,226800.0,3.8223812227854808,19.99999999999999,2626120.039153208,0.0
7, 01/19  08:00:00,340200.0,567000.0,2.079387222301072,20.044097095923103,4349142.565949514,0.0
8, 01/19  09:00:00,680400.0,1134000.0,2.332798070493032,19.99999999999999,2485825.7662290167,0.0
9, 01/19  10:00:00,680400.0,1134000.0,2.6776717005595363,20.0,1978710.237591737,0.0
10, 01/19  11:00:00,680400.0,1134000.0,3.1383031941294255,20.000000000000004,1566477.4959055388,0.0
11, 01/19  12:00:00,544320.0000000001,1134000.0,3.5781405434221223,20.0,1799101.1985454848,0.0
12, 01/19  13:00:00,680400.0,1134000.0,4.130586288628384,20.000000000000025,970349.1688489495,0.0
13, 01/19  14:00:00,680400.0,1134000.0,3.877593005052373,20.00000000000001,786289.6293714758,0.0
14, 01/19  15:00:00,680400.0,1134000.0,3.5737995432225533,20.00000000000001,703475.3514098497,0.0
15, 01/19  16:00:00,680400.0,1134000.0,2.939134120140461,20.000000000000004,700275.7178421589,0.0
16, 01/19  17:00:00,340200.0,567000.0,2.289282313069053,19.999999999999996,1963413.066880651,0.0
17, 01/19  18:00:00,136080.00000000006,226800.0,1.9218838166523105,19.99999999999999,2775113.617390463,0.0
7, 01/20  08:00:00,340200.0,567000.0,0.3167820845470035,20.075267971235107,1127495.8547616191,0.0
8, 01/20  09:00:00,680400.0,1134000.0,0.8606800821662667,21.52012522110934,0.0,0.0
9, 01/20  10:00:00,0.0,1134000.0,2.361286020154593,21.99033085157112,0.0,0.0
10, 01/20  11:00:00,0.0,1134000.0,3.5629574457286664,23.622555976329263,0.0,0.0
11, 01/20  12:00:00,0.0,1134000.0,4.703880527030112,24.774913253578035,0.0,0.0
12, 01/20  13:00:00,0.0,1134000.0,4.896546283375382,25.20428443877067,0.0,0.0
13, 01/20  14:00:00,0.0,1134000.0,5.811424914595226,25.15745501491101,0.0,0.0
14, 01/20  15:00:00,0.0,1134000.0,7.412739891120207,25.971623527264782,0.0,561064.0779425731
15, 01/20  16:00:00,680400.0,1134000.0,7.745968395053224,26.00000000000004,0.0,2176974.228505089
16, 01/20  17:00:00,340200.0,567000.0,7.147430213088187,26.000000000000046,0.0,505312.4469256039
17, 01/20  18:00:00,136080.00000000006,226800.0,6.553087738732788,24.93881327415413,0.0,0.0
7, 01/21  08:00:00,0.0,0.0,3.797310607961846,10.0,682465.9350843141,0.0
8, 01/21  09:00:00,0.0,0.0,3.771954764289081,10.000000000000004,472990.0220692831,0.0
9, 01/21  10:00:00,0.0,0.0,3.9238090041749536,10.0,819022.8631997452,0.0
10, 01/21  11:00:00,0.0,0.0,4.247450291888314,10.0,777499.9473872144,0.0
11, 01/21  12:00:00,0.0,0.0,4.492412369662731,10.0,724044.0489329059,0.0
12, 01/21  13:00:00,0.0,0.0,4.840868131895895,10.0,664929.0698181404,0.0
13, 01/21  14:00:00,0.0,0.0,5.242534098021671,10.0,603617.2167821918,0.0
14, 01/21  15:00:00,0.0,0.0,5.5894177476198115,10.000000000000002,548549.6773101492,0.0
15, 01/21  16:00:00,0.0,0.0,5.794638194655857,10.0,516589.43122591975,0.0
16, 01/21  17:00:00,0.0,0.0,5.956070595979616,10.0,502752.8237000996,0.0
17, 01/21  18:00:00,0.0,0.0,5.998166000077919,10.0,508795.06167973357,0.0
7, 01/22  08:00:00,0.0,0.0,5.403194060512352,10.0,461763.10383543896,0.0
8, 01/22  09:00:00,0.0,0.0,5.429095770525189,10.0,242542.9295190073,0.0
9, 01/22  10:00:00,0.0,0.0,5.4034934682868005,10.0,601653.6366801367,0.0
10, 01/22  11:00:00,0.0,0.0,5.446273307413951,10.0,590358.4514102803,0.0
11, 01/22  12:00:00,0.0,0.0,5.442579766217011,10.0,573615.3404588365,0.0
12, 01/22  13:00:00,0.0,0.0,5.606955850479887,10.000000000000002,551997.6107428172,0.0
13, 01/22  14:00:00,0.0,0.0,5.688890500487752,10.0,527270.0303088308,0.0
14, 01/22  15:00:00,0.0,0.0,5.704738576599334,10.0,514317.0088594624,0.0
15, 01/22  16:00:00,0.0,0.0,5.867885487964053,10.0,505442.1093299309,0.0
16, 01/22  17:00:00,0.0,0.0,5.824853057893418,10.0,511417.7748740592,0.0
17, 01/22  18:00:00,0.0,0.0,5.735435395367397,10.000000000000002,531434.4516451224,0.0
7, 01/23  08:00:00,340200.0,567000.0,4.0251900145883415,20.058153500700534,3989407.1142207263,0.0
8, 01/23  09:00:00,680400.0,1134000.0,4.324035567934923,20.00000000000139,1932654.8952564336,0.0
9, 01/23  10:00:00,680400.0,1134000.0,4.8226380598044365,20.0,1462832.283508787,0.0
10, 01/23  11:00:00,680400.0,1134000.0,5.477206377577171,20.00000000000001,1070762.5323306464,0.0
11, 01/23  12:00:00,544320.0000000001,1134000.0,6.146760891719277,20.000000000000004,1324153.551166258,0.0
12, 01/23  13:00:00,680400.0,1134000.0,6.539154296765221,20.000000000000018,505219.874812969,0.0
13, 01/23  14:00:00,680400.0,1134000.0,6.644051310784095,20.00000000000001,333145.0899336675,0.0
14, 01/23  15:00:00,680400.0,1134000.0,6.097534653484495,20.000000000000025,271055.5208474805,0.0
15, 01/23  16:00:00,680400.0,1134000.0,5.350788683180563,20.000000000000025,294686.7758266455,0.0
16, 01/23  17:00:00,340200.0,567000.0,4.664420388302571,20.0,1557993.1772849842,0.0
17, 01/23  18:00:00,136080.00000000006,226800.0,4.079547627534347,20.0,2361486.5659304243,0.0
7, 01/24  08:00:00,340200.0,567000.0,1.8291937789287964,20.081947641606494,2062664.1955048775,0.0
8, 01/24  09:00:00,680400.0,1134000.0,2.9920910396685962,20.048764528932363,77628.75702601066,0.0
9, 01/24  10:00:00,0.0,1134000.0,4.7736280162212505,20.00481539017857,259368.61187249335,0.0
10, 01/24  11:00:00,0.0,1134000.0,6.929733862324128,20.594543683088446,0.0,0.0
11, 01/24  12:00:00,544320.0000000001,1134000.0,7.7076824193881475,22.065348229204716,0.0,0.0
12, 01/24  13:00:00,680400.0,1134000.0,7.380680498346172,22.829466550709768,0.0,0.0
13, 01/24  14:00:00,680400.0,1134000.0,7.286764674079486,23.183506949720375,0.0,0.0
14, 01/24  15:00:00,0.0,1134000.0,8.611565416460522,22.432789008135376,0.0,0.0
15, 01/24  16:00:00,680400.0,1134000.0,9.860758971498237,25.385091130799953,0.0,0.0
16, 01/24  17:00:00,340200.0,567000.0,8.678695815856088,23.86507852173067,0.0,0.0
17, 01/24  18:00:00,136080.00000000006,226800.0,7.624064147121588,22.00923469749137,0.0,0.0
7, 01/25  08:00:00,340200.0,567000.0,1.8646524204317367,20.080292877107766,2969151.9778114227,0.0
8, 01/25  09:00:00,680400.0,1134000.0,2.172364883826603,20.000000000114838,959648.5111841391,0.0
9, 01/25  10:00:00,680400.0,1134000.0,2.807868222680835,20.000000000000018,598895.3256726409,0.0
10, 01/25  11:00:00,0.0,1134000.0,3.757927853796248,20.000000000000018,750199.9951671488,0.0
11, 01/25  12:00:00,544320.0000000001,1134000.0,4.167966185590654,20.01104043719181,241029.5526512113,0.0
12, 01/25  13:00:00,0.0,1134000.0,5.402236912182862,20.0742098845881,65178.876128042764,0.0
13, 01/25  14:00:00,0.0,1134000.0,6.9494893799816735,20.80884960680882,0.0,0.0
14, 01/25  15:00:00,0.0,1134000.0,6.474593388476664,21.435213406308065,0.0,0.0
15, 01/25  16:00:00,680400.0,1134000.0,6.868113254592568,23.007647760355578,0.0,0.0
16, 01/25  17:00:00,340200.0,567000.0,7.340110120052889,21.301623832392156,0.0,0.0
